Model,Dimension,Severity,Severity_Percent,Perturbation_Seed,Clean_Accuracy,Clean_Macro_F1,Clean_Weighted_F1,Perturbed_Accuracy,Perturbed_Macro_F1,Perturbed_Weighted_F1,Delta_F1,Realized_Rate,Changed_Instance_Rate
CAMeLBERT-Mix,Consistency,0.2,20,42,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7469026548672566,0.640078233696395,0.7469825067983422,0.008556563918984517,0.20025983857272922,0.9906447534766119
CAMeLBERT-Mix,Consistency,0.2,20,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7479140328697851,0.63722103569823,0.7484689114836957,0.0114137619171496,0.20023937884259307,0.9878634639696586
CAMeLBERT-Mix,Consistency,0.2,20,44,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7456384323640961,0.6387750792446335,0.7472830674474458,0.009859718370746062,0.19963581680357637,0.9911504424778761
CAMeLBERT-Mix,Consistency,0.2,20,45,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7446270543615676,0.6435765517313458,0.7457572032579681,0.005058245884033807,0.20020868924738883,0.990897597977244
CAMeLBERT-Mix,Consistency,0.2,20,46,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7405815423514539,0.6349166128997938,0.7423826754501954,0.013718184715585724,0.20019845938232075,0.9888748419721871
CAMeLBERT-Mix,Consistency,0.3,30,42,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7370417193426043,0.6343943495198586,0.7394201202970925,0.014240448095520941,0.3001953904228003,0.9939317319848293
CAMeLBERT-Mix,Consistency,0.3,30,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7360303413400758,0.6297582562739241,0.737610508974821,0.018876541341455444,0.2999703333913026,0.9949431099873578
CAMeLBERT-Mix,Consistency,0.3,30,44,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7324905183312262,0.6283003756758092,0.7358518190114952,0.020334421939570357,0.2997043568995325,0.9951959544879899
CAMeLBERT-Mix,Consistency,0.3,30,45,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7254108723135272,0.6147594420931004,0.7272639898522516,0.03387535552227916,0.3000521723118472,0.9936788874841972
CAMeLBERT-Mix,Consistency,0.3,30,46,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7370417193426043,0.6268849671558161,0.7392895112304291,0.02174983045956347,0.29983734514541754,0.9946902654867257
CAMeLBERT-Mix,Validity,0.1,10,42,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7494310998735777,0.6448527610789034,0.749401957959572,0.00378203653647613,0.10032775162386032,0.9580278128950696
CAMeLBERT-Mix,Validity,0.1,10,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7484197218710493,0.6457038181316666,0.7495881855729187,0.0029309794837130143,0.09997020439783089,0.9572692793931732
CAMeLBERT-Mix,Validity,0.1,10,44,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7509481668773704,0.6459454399569922,0.7518098704829984,0.0026893576583874035,0.10005363208390441,0.9585335018963338
CAMeLBERT-Mix,Validity,0.1,10,45,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7448798988621997,0.6454295906215554,0.7456657713650549,0.0032052069938242056,0.09993444967522794,0.9549936788874842
CAMeLBERT-Mix,Validity,0.1,10,46,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7496839443742098,0.6486969947094162,0.7497939704211071,-6.219709403665341e-05,0.10000595912043382,0.9565107458912768
CAMeLBERT-Mix,Validity,0.2,20,42,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7375474083438686,0.6406594429564141,0.7380754347675909,0.007975354658965483,0.19951135212442644,0.9951959544879899
CAMeLBERT-Mix,Validity,0.2,20,43,0.7577749683944375,0.6486347976153796,0.7577637460165834,0.7357774968394437,0.6340351800675528,0.7376152383702981,0.014599617547826793,0.2002502830582206,0.9936788874841972
